gene,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
MRFAP1,100.69162,-3.54935,0.00141,-1.60367,-1.98856,-5.63227,0.03902,0.51238,0.52961,0.60479
MRFAP1L1,55.76484,-1.25514,-3.94304,-0.29705,0.31403,-3.29898,2.61065,1.00883,-0.3956,0.01031
MRGBP,52.75922,1.03019,-1.009,1.41413,0.31111,-1.60099,-2.11652,-1.77857,1.05151,-1.88408
MRGPRF,-128.47714,0.29412,17.54341,6.20002,-5.92526,5.42802,2.78169,-6.87078,-7.98908,6.99742
MRGPRX3,-80.16329,5.27484,1.66957,4.65052,9.21021,0.35256,-1.05269,-0.7115,9.34103,-6.03331
MRI1,33.34958,-3.82275,-3.41787,0.74529,1.82144,4.08358,0.34431,2.76782,-0.96659,-1.00097
MRM1,2.92027,1.38755,-6.80256,3.77983,-1.55228,0.23791,-0.68971,-1.93493,3.32659,-4.07414
MRM2,53.44288,-1.88077,-3.56758,3.13116,0.69395,-4.69611,1.53355,0.57957,1.76459,-1.53742
MRM3,19.68889,-2.10535,-5.71578,2.4422,-1.81395,-2.29695,-3.10666,-1.04623,2.58271,-2.97163
MRNIP,35.76431,-1.14885,-4.68475,-0.12083,-1.00226,0.1286,-0.79474,-0.62314,-0.7456,0.60918
MRO,-102.17171,-7.55245,-8.34037,-5.64732,0.89603,8.5728,-6.95656,5.95302,7.48349,-3.6079
MROH1,51.41234,10.16467,-3.98496,2.43905,2.74576,1.699,0.49297,2.8556,-2.1786,0.13863
MROH2A,-121.47808,7.53083,-4.00087,4.52673,1.7923,-2.41952,-1.53116,2.21403,10.72781,7.47197
MROH6,9.07702,21.88855,-5.51103,-4.13199,4.60686,6.87473,0.11175,-0.98946,-0.41049,-1.91825
MROH8,-61.32904,-9.63166,-8.08774,-0.31395,3.111,10.64286,-1.24725,0.40372,-1.72067,-1.86825
MRPL1,28.90951,-0.09779,-5.28661,2.19081,-2.30935,-5.27019,-1.24142,-2.13568,1.79702,-0.67622
MRPL10,50.04658,-1.7923,-5.16126,0.08983,-0.88584,-1.41401,0.68562,-3.36241,2.10295,-0.60639
MRPL11,53.82989,2.56091,-3.60421,1.60852,0.71327,-6.75521,-1.24235,-3.48725,1.44646,-0.70585
MRPL12,30.62035,-0.75086,-3.98461,-0.67221,-0.51502,-0.66489,-0.37644,-1.72919,2.19577,-2.04389
MRPL13,51.93651,1.97585,-3.53519,2.01662,-0.03973,-4.50429,-1.44963,2.24738,2.19631,-1.1652
MRPL14,46.47809,0.01228,-2.37633,3.46943,-0.81795,-4.52366,-0.52114,-0.22148,-0.39185,-1.229
MRPL15,55.53192,-0.92116,-4.3238,1.75573,-0.86589,-3.86288,-2.21955,-2.32818,2.38114,-0.32392
MRPL16,44.00486,0.93351,-7.03319,4.88637,-1.30153,-3.44159,-0.85514,-1.21315,1.21591,-0.19891
MRPL17,49.8727,0.31542,0.30019,4.44717,-2.63441,-2.46743,-0.72107,0.78646,1.86505,-1.67054
MRPL18,54.88306,0.35867,-3.14503,3.05568,-0.32997,-1.84924,-1.44881,-0.97818,1.61327,-1.21107
MRPL19,58.23651,-0.70895,-3.27615,-1.35638,-0.56573,-2.02199,-2.25508,-0.33668,1.5981,-0.79377
MRPL2,40.0258,0.59547,-4.52366,3.10846,0.86795,-2.14777,-0.71826,0.64657,1.54724,-1.91222
MRPL20,59.04746,-1.67015,-3.62569,3.06573,-2.63761,-6.80231,-0.76262,0.6257,2.0435,0.35861
MRPL21,44.77338,1.79082,-3.37074,-0.22096,1.40578,-4.61205,0.39316,-1.41171,3.04099,-2.30656
MRPL22,37.40998,-0.20221,-3.41643,2.74564,-1.36761,-1.38817,-1.8857,-0.85604,0.55883,-1.15822
MRPL23,3.6248,-1.77469,-5.28958,4.54968,-0.81348,2.28737,-0.40483,-2.83607,1.85452,-1.97041
MRPL24,55.26233,-1.70559,-3.05251,2.40012,-3.22608,-6.77453,-1.5559,2.11569,2.68078,-1.98342
MRPL27,45.16607,-1.35454,-2.19777,1.52535,-2.24261,-6.97662,0.46409,-0.24906,0.77239,-1.40963
MRPL28,57.36902,-1.42979,-1.58394,1.45866,0.1609,-2.40602,-1.20667,-0.56195,0.64651,-1.36714
MRPL3,83.14863,-0.08336,-3.9864,0.51794,0.03608,-4.90721,0.25707,-0.93635,2.26836,-0.49224
MRPL30,49.48653,-2.50264,-4.8756,-1.87718,-0.86008,-0.39615,0.18878,-0.94934,2.07815,-0.76752
MRPL32,54.89625,-0.5893,-3.66787,2.69346,-1.0222,-4.31379,2.15848,-0.98715,1.84066,-0.17171
MRPL33,47.9954,-2.07499,0.08884,3.91249,-3.44913,-5.51525,-2.20912,-2.25432,-1.93126,0.14348
MRPL34,32.65916,-2.8108,-7.33672,-0.10059,-0.15067,2.30471,-1.57822,1.65698,0.92155,-3.03916
MRPL35,53.52516,-2.28111,-3.99972,2.43395,-1.52029,-4.10361,-0.40821,-0.06603,3.73925,-0.77881
MRPL36,34.02261,2.07693,-1.30141,3.55391,0.18971,-2.71471,-0.69539,1.218,1.07747,-3.989
MRPL37,74.80459,-2.70718,-3.35315,2.05883,-0.47205,-3.24815,-1.24654,0.69301,1.50192,-0.36764
MRPL38,10.71655,-0.97236,-5.38465,-0.40532,0.21263,-0.46618,-0.69973,-0.29629,0.12012,-2.66435
MRPL39,36.8545,-2.39971,-5.00992,3.8999,-0.83491,-3.88501,-1.81918,0.09303,0.30378,-1.73099
MRPL4,56.43423,-1.49148,-6.49628,1.01405,2.13161,0.67586,-0.22077,-0.94291,1.7771,-1.83491
MRPL40,33.42813,-0.99477,-1.47089,2.56453,-1.19672,-2.69821,-1.45947,0.42163,1.71494,-4.36405
MRPL41,39.39117,0.30577,-0.29051,-1.0072,-2.14251,0.55097,-2.2178,1.12394,0.12918,-5.04843
MRPL42,66.02374,-3.86844,-7.07776,-2.31131,-1.33857,-0.75876,0.30799,-0.93997,1.94222,0.14902
MRPL43,45.92074,0.0826,-1.42126,0.97068,-1.67497,-2.34838,-0.63173,-1.03015,0.04588,-1.90265
MRPL44,39.78672,-0.74466,-6.54455,1.50711,-1.88275,-1.86414,-0.09305,-0.62618,2.27175,-0.07773
MRPL45,52.3283,1.0269,-6.18249,0.06478,-1.94581,-3.23453,-0.63045,-2.87006,1.427,-0.53078
MRPL46,16.35665,1.086,-5.49883,1.42781,-1.74263,-3.19659,0.05963,-1.0952,1.69326,-2.36394
MRPL47,50.82365,-0.2596,-2.53113,0.77897,1.34059,-2.93263,-0.22066,-0.06107,2.37705,-1.82899
MRPL48,34.72703,0.35776,-7.84779,1.41792,0.05212,-2.28628,1.52542,-1.00944,1.51481,-0.29212
MRPL49,65.36968,3.42905,-2.18808,0.50523,0.38808,-4.36434,0.39213,0.2058,0.00685,-0.64701
MRPL50,41.66316,0.12677,-5.32781,0.62187,-0.52428,-1.63148,1.22466,-1.7499,3.02144,-1.71958
MRPL51,70.10144,-2.3958,-2.27988,2.11229,-1.0829,-6.61438,-0.80829,-1.07791,1.86674,-0.90832
MRPL52,46.23962,0.0432,-2.38539,4.27154,-0.92797,-2.64137,-0.50759,-2.64713,2.08924,-1.43793
MRPL53,-27.57296,-0.72,-4.95096,0.63487,0.15445,0.73774,-0.98775,0.93529,-0.47601,-2.88996
MRPL54,19.72563,-2.25697,-5.6916,2.56725,-0.59077,0.84809,-0.46027,-0.75044,-0.47654,-2.92667
MRPL55,25.85556,0.04088,-3.47698,0.23783,0.72136,-0.00517,-0.37245,1.59923,-0.88186,-1.13826
MRPL57,34.67465,-0.09538,-7.39188,-0.40279,-1.00898,1.57014,-0.53467,0.48834,0.52657,-0.39547
MRPL58,32.34959,1.04176,-4.24625,0.49714,-0.55666,-1.84343,0.27855,0.32391,0.3699,-0.93726
MRPL9,57.81838,-2.11472,-5.46737,0.25098,-0.09059,-5.19973,-0.59722,-0.09279,0.16585,-0.49945
MRPS10,61.0493,1.76944,-2.67047,4.24176,-0.32297,-1.12184,0.4124,0.22395,-0.27208,-1.00505
MRPS11,38.17984,-2.17502,-2.97449,1.23638,-1.85541,-2.40078,-0.12609,1.94915,0.91912,-2.50874
MRPS12,42.79611,1.77458,-2.44981,2.12296,-1.98344,-4.11725,-3.97632,-1.15434,1.40054,-1.51586
MRPS14,34.64161,-2.84375,-6.48198,1.28763,0.02038,-3.22781,1.30687,1.38973,0.19951,-0.2669
MRPS15,59.03256,0.45975,-3.0893,1.63371,0.29917,-2.70488,-1.76263,0.41149,0.95287,-0.20838
MRPS16,71.59109,0.17816,-3.9509,0.10293,-0.29821,-1.86816,-0.56056,-0.83356,0.43109,-1.67856
MRPS17,14.94835,0.49735,-3.30365,2.18147,-0.05034,-4.26827,0.38515,-1.71445,2.38607,-2.64
MRPS18A,31.78737,1.57539,-4.7107,0.87814,0.46508,1.82341,-0.93371,1.60331,1.26103,-2.15785
MRPS18B,62.84662,1.00982,-4.08813,2.37805,0.75281,-2.7445,-0.39431,1.05146,2.36457,-2.43239
MRPS18C,28.68284,-0.56608,-4.17817,4.50801,-0.0986,-2.9815,-1.0867,-0.88296,1.18162,-0.95801
MRPS2,56.56649,0.59404,-4.75259,-1.18984,0.82784,-0.52615,-0.61211,-2.96267,1.36448,-1.90494
MRPS21,55.0011,-5.7197,-4.25927,-0.4485,1.01485,-5.24558,-0.44797,0.86817,0.3185,-1.49167
MRPS22,49.464,1.434,-2.34443,2.73894,-0.12461,-1.44221,-0.16641,-0.82577,2.15785,-1.69386
MRPS23,58.71302,-2.78845,-3.4259,0.81005,-2.37441,-6.78777,-0.68269,-2.20043,1.74688,-0.94125
MRPS24,18.50297,0.15669,1.26177,5.41616,-2.29409,-7.01655,-0.60863,-1.5774,0.96526,-3.61086
MRPS25,54.50311,-3.82533,-9.43435,0.04247,-0.66445,-0.90869,-0.63786,-0.41224,1.81932,-1.56097
MRPS26,44.91037,-0.7551,-4.45538,-1.15665,0.86553,-2.37574,1.07936,0.09425,0.31486,-2.15295
MRPS27,70.86081,-3.65459,-5.79928,1.63333,-1.8008,-2.61887,-0.83183,-2.77758,1.19197,-0.70716
MRPS28,15.17674,1.45503,-3.55461,3.96799,-1.10571,-7.17934,-2.04954,-0.80377,2.85876,-2.97795
MRPS30,58.6947,-0.30783,-5.28269,-1.57766,0.535,0.52636,0.47472,-0.59305,1.96027,-2.43302
MRPS31,25.6847,0.15323,-8.75523,2.12754,1.77591,1.33018,1.49592,-2.10517,1.52429,-1.15433
MRPS33,40.77638,-1.2833,-5.6504,3.09148,-4.65905,-6.32751,0.89696,1.12993,1.70678,-0.34589
MRPS34,56.80603,-0.33002,-5.56238,-0.7193,-0.19126,-0.28578,0.73694,1.30813,0.98608,-1.82186
MRPS35,67.35739,2.83863,-6.47686,-0.03269,-4.32826,-4.21654,-0.13295,-2.52335,2.33833,0.48739
MRPS36,28.11297,0.01949,-4.00773,3.45024,-3.14166,-1.74238,0.25872,-1.33721,0.89301,-2.8138
MRPS5,66.08567,-0.81143,-4.62988,2.48799,-1.35788,-3.1887,-1.55693,-1.3861,1.5724,-0.568
MRPS6,39.64467,-1.56467,-1.67277,3.68566,-4.12004,0.63326,-0.34041,-0.29164,-0.50119,0.98448
MRPS7,62.28502,-1.28425,-2.31681,-0.7197,-0.29471,-6.0634,-0.16715,0.11323,1.67493,-0.57356
MRPS9,43.47574,0.71484,-4.92765,0.21909,-0.75769,-3.34972,-2.12744,-1.63817,2.54077,-0.29957
MRRF,52.4919,3.66555,-5.4474,-0.57831,1.73243,2.14373,1.27233,-2.30283,1.39973,-1.36326
MRS2,51.11871,0.12376,-4.09084,-1.32269,0.15442,-1.75782,-3.1303,2.03282,-0.4678,0.94428
MRTO4,63.55647,-3.22745,-3.49254,2.92572,-1.05335,-5.36179,-1.5877,-1.54711,3.23876,-1.05118
MRVI1,-107.65191,-2.66721,4.60699,2.59939,8.00581,9.34328,11.71522,1.4816,-15.33041,9.05018
MS4A1,-163.49693,-0.02367,-27.70746,34.09873,7.40202,-16.21845,1.62673,-1.37503,0.10984,-9.63651
MS4A3,-185.19808,2.00603,-14.65553,23.41094,-4.4061,-9.186,-4.02477,0.50592,-0.23138,-0.52984
MS4A4E,-66.36552,5.02631,-3.95409,1.77497,12.58231,7.68912,-1.4576,-2.22242,5.51464,-4.60696
MS4A6A,-156.7169,-2.21466,-17.56556,10.27914,5.75539,18.05649,-5.07926,1.23651,-0.13947,-1.39356
MS4A7,-140.12423,-2.06358,-27.86262,10.7947,9.03658,15.69312,-5.55175,15.12898,-5.99497,-9.84777
MS4A8,-180.72125,11.01386,-15.96265,0.45073,-13.9038,2.08424,0.04067,1.53102,7.20449,10.84481
MSANTD2,13.84369,-2.4113,-2.33708,-0.21266,-0.45143,5.50813,0.78535,-1.29885,-1.34675,0.14831
MSANTD3,41.36341,-5.43263,10.16779,3.55099,-0.3034,0.25793,-0.61475,-4.44736,1.64069,-4.77307
MSANTD4,30.2697,-8.67634,-3.29258,2.59651,0.78812,3.46673,1.7453,-6.5829,0.92072,1.8847
MSC,-93.59291,-35.13174,36.64693,20.14284,11.96107,-0.29451,5.51602,4.02426,22.41116,6.68665
MSH2,68.76825,-3.26486,-5.23777,-2.44397,0.06774,-5.89195,-1.2544,-1.98874,-0.10028,0.18808
MSH3,32.76345,-2.0252,-3.61943,2.22642,-0.59667,-0.06789,1.5258,0.16457,0.05449,-0.89528
MSH5,4.29104,-4.86459,-10.9444,3.67769,-0.87684,5.33072,-1.77546,0.31372,-0.57559,-0.3571
MSH5-SAPCD1,-55.56811,-2.676,-11.53289,6.76395,-1.45477,6.28036,-2.58231,-1.89785,-0.92998,-2.34498
MSH6,81.29975,-6.28422,-4.80576,0.02166,4.44886,-5.27458,-0.88262,-0.37077,0.08834,0.31341
MSI1,-72.39833,-18.0496,1.27502,-43.79998,6.14721,7.69403,-9.33802,0.09602,-1.64351,1.99546
MSI2,68.23413,-7.03776,-12.17478,-5.50624,-1.37863,2.79507,4.0513,2.17373,2.07664,0.31547
MSL1,74.74164,-3.1323,-6.09523,-2.93733,1.42635,1.89598,0.51681,1.75917,-1.31758,1.42949
MSL2,46.18082,-1.40778,-9.19827,0.23365,4.84924,2.36816,0.9261,-0.01176,0.21981,0.97038
MSL3,36.62993,-4.48862,-5.34489,5.0673,-0.17191,-0.7811,0.33385,-0.31943,-2.65418,-0.69481
MSLN,-38.75552,40.01312,2.54398,-4.5645,-8.67594,9.32448,-4.60683,-10.94999,-11.57075,5.33034
MSMO1,61.27371,3.51107,-3.06697,0.39233,-0.17723,-0.74161,4.04461,2.55772,-2.94049,1.98634
MSN,90.59553,-17.06698,21.89957,36.56444,14.79073,-8.21779,-14.33518,-7.86298,9.57209,11.77402
MSR1,-107.11275,-9.97558,3.50303,16.3317,10.25031,2.10392,1.70384,-8.79215,5.91507,3.06039
MSRA,-18.59157,-5.73756,2.65526,11.72535,-5.30563,9.06523,-2.77727,-6.62154,3.22463,-1.22833
MSRB1,25.21388,5.06393,-1.36975,2.39175,-3.84978,-4.97104,-2.06226,0.58134,-0.34963,-2.12785
MSRB2,6.03381,-0.59678,-1.97229,-1.41231,-5.27723,0.9023,2.55638,2.95798,-2.07332,-0.08157
MSRB3,3.86142,-18.03454,36.22608,9.06431,-4.56376,2.22941,-22.28509,-2.70147,5.15765,-5.8767
MSS51,-41.40751,-2.28472,-8.2506,2.40919,4.65994,7.26251,0.03543,-1.24033,-2.74302,-1.56798
MST1,-15.26572,-1.27092,-10.00678,-0.99167,-0.36162,8.33212,-2.4918,1.78539,-1.31995,1.69922
MST1R,-14.87177,63.54384,1.83438,-11.13489,0.7225,-4.69881,2.53479,-9.35121,-7.24037,-1.82115
MSTN,-138.28644,-7.10217,-6.32954,0.79459,-4.16627,13.88278,-1.43287,6.44845,-1.03226,0.14322
MSTO1,33.2855,-3.80839,-5.08424,1.37807,-0.76573,-4.08773,-0.12123,0.19895,0.66833,-0.20887
MSX1,-33.52269,-9.22142,8.05168,-5.51217,-5.22103,22.6348,-7.80716,-8.53734,12.52592,1.2211
MSX2,-43.83869,25.0255,5.0421,-27.59808,-5.8028,4.09933,-3.63007,-1.01115,5.03563,-11.90707
MT-ATP6,178.52084,2.21948,-3.03041,-2.29778,1.8963,-6.28906,3.31854,1.00376,2.27788,5.67363
MT-ATP8,137.00172,2.16493,-3.01307,-0.59273,1.12454,-7.1492,2.12609,1.3335,2.32542,3.6986
MT-CO1,212.32222,1.47621,-2.6593,-4.08701,2.78236,-3.41762,3.97907,0.77905,1.84464,8.31027
MT-CO2,193.82034,2.20472,-2.58338,-2.93906,2.89239,-4.3651,3.89003,1.00547,2.34969,6.38775
MT-CO3,191.06203,1.53881,-4.07455,-3.80546,2.6445,-2.95118,3.73375,-0.23138,2.38463,6.8762
MT-CYB,176.5035,1.27446,-3.27289,-4.30159,2.9681,-3.5705,3.61467,1.43206,1.29608,5.27022
MT-ND1,167.1431,1.27683,-4.4638,-7.21602,4.22155,-0.00932,1.35939,-1.58782,0.64982,5.7619
MT-ND2,170.51959,1.72598,-4.81622,-4.8208,3.19131,-2.8658,2.48511,-0.4119,2.18774,4.96919
MT-ND3,126.68877,3.1317,-3.6537,-4.29557,2.52847,-0.44799,1.9194,-0.8799,1.76698,3.76815
MT-ND4,202.88491,1.61324,-2.02728,-4.14385,3.28608,-4.82313,3.22408,1.14357,2.40122,6.34356
MT-ND4L,133.10007,2.15833,-2.53502,-3.58328,2.62979,-2.24916,1.6105,1.40906,2.72189,3.47628
MT-ND5,173.8711,0.20353,-3.65253,-3.73059,2.46197,-3.54772,1.76719,1.47027,1.41082,5.25071
MT-ND6,121.54306,2.50526,-3.20939,4.7496,-1.30481,-21.14061,0.91144,-0.29932,2.6532,4.85624
MT1A,-141.76853,11.5414,2.54226,9.17532,-29.35339,-9.8287,-7.53526,-14.46633,-5.51774,0.00926
MT1E,-42.1629,18.44058,31.65106,39.17061,-11.20458,-5.97394,3.4628,-20.66907,-14.45799,0.73095
MT1F,-59.19699,28.84477,6.01562,8.40718,5.22203,-8.57577,-14.02438,0.17187,-10.70582,11.5779
MT1G,-137.53109,12.08049,-12.62697,15.70965,-11.32556,-4.755,3.87127,-0.09426,-3.5599,6.52341
MT1M,-153.05253,6.3205,11.43673,20.64065,-10.22613,-3.53407,-3.46154,-8.55126,-11.39097,4.89482
MT1X,0.40029,9.83857,9.11622,16.26885,7.50505,-9.36096,-6.32564,2.5165,-0.00709,-4.26241
MT2A,60.18182,10.86862,34.68249,23.09073,0.53718,-11.50459,-9.36063,-2.05728,-3.22991,-7.24485
MTA1,72.43185,-2.81173,-6.40027,-3.89978,4.34453,3.58956,0.47656,-2.09166,0.01856,0.91664
MTA2,84.78574,-1.68733,-4.9445,0.50436,2.89199,-2.76233,1.28658,-0.58436,0.05024,0.67391
MTA3,49.48837,-1.8237,-5.06562,-5.63807,0.81647,-2.41577,-2.38627,0.21392,-2.42684,-1.12048
MTAP,32.63557,1.56061,-8.85509,-7.06432,-0.54429,1.44945,0.55757,-4.4187,5.93311,-5.5199
MTBP,27.41805,-1.19286,-4.97603,1.33203,3.33216,-4.22738,-0.40382,-1.08564,0.81825,-0.44796
MTCH1,91.14969,-2.73717,2.08535,0.87553,-0.34925,-3.24797,0.87219,1.85002,-1.34701,0.09785
MTCH2,73.46882,-0.92554,-2.41924,1.15544,-2.14731,-4.89142,0.38203,0.24736,1.33902,-1.07776
MTCL1,39.40707,-1.03402,19.34725,-2.25278,-3.83906,1.17729,0.89385,-11.48708,-0.56401,-5.90011
MTCP1,-32.09961,1.86887,-1.9931,5.5803,0.42793,1.59115,-3.27507,0.89697,1.81949,-2.91228
MTDH,96.78964,-2.14422,-5.10185,2.33742,1.54134,-1.13638,0.74258,1.38706,1.89667,0.91309
MTERF1,15.38197,-4.39436,0.20823,1.53859,6.56534,-5.57462,1.12362,2.42128,4.79441,1.34513
MTERF2,7.28362,-2.3439,-2.41107,-6.08231,-1.34318,1.62189,-1.29946,1.96865,-0.36054,-1.19185
MTERF3,28.59017,-1.73721,-4.65402,2.30214,0.89468,-0.79114,-2.42532,-0.47581,1.08153,-1.45448
MTERF4,37.57274,-3.19654,-6.75515,0.16236,0.12063,-0.63314,1.52309,0.15978,-0.85642,0.1509
MTF1,39.83901,0.63583,-2.36703,2.77524,0.43176,0.68511,-0.19707,1.38618,-0.89833,-0.9125
MTF2,49.39602,-4.26648,-8.49157,1.06117,3.52197,-2.10133,-0.21918,-2.12574,-1.20071,1.07991
MTFMT,16.09561,0.39658,-4.47165,0.52539,-1.20022,2.02901,-0.92256,-1.32582,2.61112,-1.87064
MTFP1,-14.99407,0.3613,-5.58522,4.12274,-0.50337,0.12765,-3.04539,-2.12417,3.37742,-5.02852
MTFR1,49.60594,2.07961,-2.13159,-0.82362,-1.51531,-1.74398,-2.94581,0.73726,0.94301,-2.55771
MTFR1L,41.07588,-7.29935,-2.43254,1.46251,-1.90433,1.40879,-2.03966,3.69599,-0.57245,-0.78471
MTFR2,9.63984,2.96258,-7.14939,6.35739,-1.43913,-5.3515,-2.05273,-2.46205,0.60889,-2.96509
MTG1,12.672,-1.67846,-5.55332,-0.84929,-1.44653,0.94693,-1.89942,-1.13645,0.16878,-0.53626
MTG2,47.59521,-0.01638,-1.90595,1.05176,-0.02482,-2.86362,0.13397,1.10745,0.59116,-1.36975
MTHFD1,90.73677,-1.62066,-2.83683,1.28687,0.38284,-5.13751,-0.30387,-1.53188,1.7088,-0.58389
MTHFD1L,61.40714,-2.13486,-5.72446,3.99776,0.56639,2.56246,-1.8478,-4.879,3.86703,-0.32778
MTHFD2,93.98952,-2.54868,-11.16279,-1.51776,3.37193,-0.81993,-1.20423,0.31541,0.54787,-0.5092
MTHFD2L,11.867,-0.99263,-7.72872,1.28421,-1.3412,-0.08245,0.77707,-2.38928,1.43148,-1.23492
MTHFR,29.6832,0.52801,-10.63411,-3.13106,0.96451,6.119,-3.11764,3.88487,-1.97512,1.34259
MTHFS,-11.85516,7.37859,0.51202,6.67904,-3.86813,-7.83503,-2.24056,-1.63066,1.16922,-6.07308
MTHFSD,21.89208,1.57192,-3.71978,2.81111,2.01241,1.8887,0.18203,0.23532,-0.52998,-1.36667
MTIF2,58.49669,0.42266,-5.79804,0.78326,-0.70122,-2.54433,-1.20526,-0.80091,3.3324,-1.55507
MTIF3,26.91315,2.67795,-6.98097,1.93418,-1.71849,2.74577,2.23174,2.09448,-0.30999,-0.85015
MTM1,16.54951,5.57167,-4.87442,6.72327,1.19204,1.80334,-1.70489,4.18526,-1.98459,-1.39857
MTMR1,52.48562,3.02765,-3.24061,1.15835,3.94174,-0.99522,2.09158,0.28547,-0.86338,0.01154
MTMR10,32.46405,-1.88588,-2.96482,2.47499,-1.6795,4.90792,-2.33253,-0.35803,0.14824,2.46455
MTMR11,9.65086,12.2529,12.88195,-2.86869,-10.6223,9.09245,1.10948,-1.32623,-0.9732,-3.35703
MTMR12,56.86706,-0.05304,-4.13979,0.85523,2.42263,-2.16316,-4.21668,1.60098,-1.53557,-3.17224
MTMR14,40.53413,-1.62085,-6.33918,4.66689,-0.8185,-0.27538,-0.71804,-0.36495,-1.41329,-1.33486
MTMR2,61.02898,-3.24807,1.4993,1.22783,-0.48648,-1.75457,1.89744,-3.03884,1.86283,0.45673
MTMR3,17.2761,-0.26235,-2.36651,-7.53416,6.73882,21.56327,0.24672,3.31106,-5.20384,-2.18633
MTMR4,61.36489,-6.23012,-7.2554,-2.11758,0.887,-0.69482,1.81684,0.4055,-0.01622,0.07809
MTMR6,49.04621,-4.43651,-3.44663,2.3998,-0.91775,2.28266,0.59403,-0.04159,-0.8005,-0.37255
MTMR7,-68.54263,-12.75596,-6.32151,2.56443,-3.84298,-34.88653,6.14962,-11.48992,-1.2589,-3.02865
MTMR8,-111.72758,-4.01897,-31.34858,-2.461,-16.21843,-10.63803,-7.87832,-14.66586,0.09589,0.0752
MTMR9,26.07565,-9.36382,-2.73421,0.44099,0.17633,3.75304,0.10503,-2.57825,-0.40403,-1.96225
MTO1,40.55863,-0.70554,-7.46533,4.27241,0.40952,-0.25955,-2.25099,0.29979,0.63395,-0.30023
MTOR,80.53787,-3.70094,-2.70199,0.32168,1.63387,-2.70228,-1.3669,1.64314,0.93945,0.58439
MTPAP,40.89795,-0.40574,-8.27574,-1.65038,0.47089,-0.15372,-1.17338,-2.48522,1.0051,-1.57178
MTPN,101.98394,-6.73008,-2.10344,3.31494,-1.15544,-1.35184,2.5077,1.71373,1.16324,0.23133
MTR,66.16499,-7.39722,-5.27383,-0.89061,1.25052,1.48034,0.61365,-0.10918,0.8705,1.58138
MTRF1,11.13992,0.80914,-7.71806,3.47653,1.21141,5.00925,3.01912,-0.98799,1.38848,-1.41597
MTRF1L,36.03193,-3.17122,-2.43108,2.17211,-1.76243,1.06239,-0.48808,-1.56691,1.84273,-2.74778
MTRR,55.90265,1.52071,-3.77,4.18066,1.16276,-1.6454,-0.71229,-0.00196,1.21863,-2.07455
MTSS1,2.28345,4.56917,-2.57933,-8.48585,10.50961,-4.5435,2.58552,-4.55402,4.75607,1.09366
MTSS1L,38.84584,1.52825,14.61525,-16.67295,3.27689,14.88602,2.83735,4.37046,-6.72942,-1.92811
MTTP,-118.3638,-1.32879,-10.99747,-1.04003,-10.08049,4.34455,4.18078,7.19148,6.52971,5.12222
MTURN,23.89441,-7.03899,-6.02965,-5.55127,0.26459,5.98506,7.16999,-0.77818,-2.32787,-1.36372
MTUS1,25.19044,16.89947,4.71613,-21.84513,-0.26951,0.39582,13.92844,1.54113,11.26489,-2.30359
MTUS2,-111.29996,0.92825,-10.59971,0.91402,12.74099,-4.39848,6.33958,2.75267,-2.6557,-2.98673
MTX1,41.21356,-1.04671,-2.95706,1.63114,-1.82083,-7.78756,-1.94418,1.05683,0.5575,-0.58994
MTX2,48.11406,-0.83657,-3.12844,0.69687,-1.13368,-3.31578,1.04763,-1.06729,2.73686,-0.38169
MTX3,46.74068,-4.70927,2.65533,-4.23694,2.15129,-1.7143,5.21041,0.77789,4.27071,2.2097
MUC1,4.6751,25.17107,1.19426,-8.96731,-2.33025,1.58569,-6.52506,10.33048,-17.70303,2.66595
MUC12,-110.14332,13.28948,4.12704,8.80617,-17.0041,14.9555,6.49897,-12.01311,-1.11845,-1.64382
MUC13,-92.491,36.15702,-18.5826,5.62226,-45.16136,9.53564,17.35439,-3.95126,12.18223,12.94964
MUC15,-129.77247,16.7058,6.39286,0.71806,7.79392,-17.37495,1.6566,24.71329,-3.99688,-7.96989
MUC16,-69.7021,61.961,13.39188,1.1114,24.84113,-18.12295,-6.91043,-4.61852,-17.02001,9.14344
MUC17,-161.81567,27.27606,-18.74615,6.90935,-27.32523,9.42238,8.82548,-3.9395,8.65689,-2.77646
MUC20,-48.63977,40.67261,-11.98164,-12.89525,2.86047,7.51287,8.07776,1.83104,-5.01844,9.21731
MUC21,-180.23,17.36004,-6.51155,6.89469,-2.92315,-6.57096,-1.32978,0.53325,-1.22995,0.78822
MUC3A,-79.72633,40.00399,-6.99895,-17.50309,-18.2475,12.76043,-12.69212,-5.1934,4.32315,4.77909
MUC4,-52.76981,51.53096,2.98528,-0.98621,13.67491,-12.02268,18.04545,-11.82087,-3.72455,11.99374
MUC5AC,-107.9707,39.52379,-2.83655,4.85527,-24.56318,-6.02822,7.28661,-3.37078,-2.77362,4.32583
MUC5B,-92.82916,28.12481,-14.49174,-8.43104,-19.4965,-6.98341,4.50289,17.22203,-1.12714,-7.49319
MUC6,-101.70138,11.6314,-15.02503,-2.87398,-12.34152,-11.27644,1.67468,5.41902,-7.30331,-1.29373
MUCL1,-173.1979,21.19603,-10.5027,-3.48703,4.82754,-14.46256,-0.03661,25.33295,-1.46865,-14.31307
