,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIDM01100,-12.83092,10.12999,3.2767,-4.90372,-7.75454,-6.71249,2.81017,-8.35553,-0.68975,-1.76903
SIDM01101,4.54727,1.92519,-0.02612,9.77911,-6.93117,3.73713,3.72643,8.81509,-4.98256,-3.75797
SIDM01103,5.08581,-8.88547,4.05757,1.77831,9.38973,-0.89364,-1.61269,-3.95863,1.05116,0.6798
SIDM01106,16.04107,2.10758,14.03535,5.60278,-5.33939,-3.19199,1.61496,7.79635,-0.12212,-0.72238
SIDM01112,2.01669,-3.8435,1.96066,2.63666,-2.49263,-3.97064,-4.62574,1.53772,3.04407,0.65364
SIDM01113,-4.24769,-8.36242,3.61958,-11.8295,-5.83309,-0.75683,-6.0746,-1.57155,-0.3491,-0.37085
SIDM01124,14.45385,-3.35768,-2.73006,4.79181,-4.33878,-3.00825,-1.15575,3.12545,-3.13923,-4.13276
SIDM01128,-12.80828,3.67357,-13.26009,-0.02638,-9.08463,-3.35652,-3.81764,-5.76623,-4.6073,-5.68099
SIDM01130,-1.53089,-0.92741,-11.82405,3.20482,0.51804,-10.05165,-4.00485,4.23311,6.12704,2.26966
SIDM01135,15.27107,-8.34281,-0.78194,6.89544,3.71516,-5.24858,-3.16803,1.55079,2.57559,0.56134
SIDM01136,30.67993,-3.60974,-8.71825,3.04032,0.67953,-4.93159,6.89301,3.09598,7.56796,-3.18509
SIDM01137,34.00933,5.43611,7.70464,4.35007,3.75583,-0.87438,-4.1439,3.40377,5.0513,-2.73841
SIDM01138,7.10103,-14.35672,3.10072,0.21091,4.82088,0.5799,-0.11216,3.51111,-0.10837,-7.06831
SIDM01139,8.95432,-0.75202,8.82279,9.2629,3.90868,-0.45211,3.71148,3.55588,0.05886,-1.54051
SIDM01141,18.93481,-3.35091,5.45291,11.21496,-9.13318,8.06305,-2.51685,-0.18463,-1.20477,6.49618
SIDM01145,-20.91708,23.9434,-1.77003,-4.39307,-6.34683,3.51465,9.53486,-1.13174,-1.09362,-4.83989
SIDM01146,-6.67536,4.75182,-11.47662,10.37848,-4.27194,-2.32802,-7.52783,-4.53325,-5.88146,-1.30717
SIDM01147,1.43926,6.00809,-1.37142,0.96756,23.18898,-1.64518,-3.6422,-4.52564,-1.17177,-1.12034
SIDM01150,0.72629,2.79667,5.54972,-5.67332,-2.1034,1.46602,3.71817,1.42266,-1.02942,-0.06926
SIDM01151,19.00498,-11.7185,-4.79311,-0.67608,1.44027,-0.28487,5.85827,0.83744,0.83493,-1.88617
SIDM01154,-21.4001,-0.86051,-9.22802,1.08138,-1.82443,-13.58047,-5.72463,0.27083,0.82361,-4.49286
SIDM01155,7.22532,9.46483,-0.50706,-8.32903,-3.69802,-3.42332,5.69053,2.61818,8.01813,5.35574
SIDM01156,17.67559,-9.18459,1.98631,7.28829,-3.80419,-2.77451,-4.98091,6.21636,3.74194,-6.11712
SIDM01161,-14.08866,-10.58543,13.16833,-2.94881,-3.46448,-8.00349,-1.608,3.5669,7.30194,-0.80325
SIDM01163,33.49238,-5.05954,-0.86139,-8.66936,-8.43054,-3.43932,5.82199,-1.71568,-2.07344,3.38352
SIDM01165,41.56762,-5.79227,2.07169,-4.61816,-7.79226,9.07003,-5.16366,2.33906,0.12312,-3.02195
SIDM01168,12.12515,-5.50258,1.48086,11.75175,-2.96554,1.08404,-3.34664,-0.64943,1.83675,-0.96654
SIDM01169,-6.78413,2.8898,8.18585,-8.06139,3.58941,-2.99655,5.75587,15.14354,-3.34004,1.63756
SIDM01170,-16.77821,-11.55496,-3.16047,-2.17514,-2.34784,-0.13395,-2.40475,-2.97974,-1.06771,-2.36462
SIDM01171,2.10805,-0.81058,2.09796,-9.82476,-3.10842,-4.58623,4.22394,3.64821,4.07248,0.46754
SIDM01172,-1.66496,-0.54919,-9.08912,8.14141,1.22411,-4.37539,1.32666,1.81205,-5.11624,-0.11193
SIDM01181,-13.73236,-5.45926,-8.50865,0.92666,-6.41299,9.78595,-4.29529,-1.75758,1.70937,-5.6831
SIDM01182,1.28815,-9.88194,-2.40266,-3.49084,-2.88388,-2.89895,-0.97742,4.35425,-2.65976,0.8634
SIDM01186,5.4043,16.68032,-6.17845,3.83073,12.02968,0.60615,-3.99771,-1.44206,-5.26296,5.65855
SIDM01188,45.03501,-11.58116,-2.04122,0.89307,-0.47778,5.13685,4.11487,-3.80718,-3.45083,2.19712
SIDM01189,21.98867,-1.57332,-0.89052,-2.92317,-3.7409,-5.38362,-0.71355,5.5378,-6.50423,3.98912
SIDM01190,18.84324,-1.85849,-0.95967,-8.59906,-5.28344,-2.16989,4.48347,-2.47786,-0.85702,1.80765
SIDM01191,10.76636,4.51717,7.55951,-0.3195,-3.34574,0.11341,10.53799,5.65093,1.88757,-1.52115
SIDM01193,12.76689,7.21984,1.64415,-5.19818,-7.4914,-8.67738,-1.64295,-0.46835,-3.33241,9.34191
SIDM01194,19.60379,-3.76025,-2.64402,2.6959,4.97255,-5.2427,2.66581,-5.79214,8.11299,0.69157
SIDM01197,19.0611,17.25935,-1.07348,13.44523,-5.15161,7.66163,3.23451,-1.18032,2.95259,3.00359
SIDM01219,4.34328,-7.59843,11.21935,-1.72755,-3.56282,-3.57187,6.91691,-3.59416,-1.64414,2.64296
SIDM01220,-0.60304,4.6661,3.50461,-5.19881,-4.91676,-1.74722,0.27941,0.69165,0.81823,0.58855
SIDM01229,-5.32276,8.01585,5.20782,3.46592,-5.16505,-1.87619,3.82544,-2.61932,-1.80387,-2.38075
SIDM01233,15.93066,4.07501,-1.68646,5.34841,3.45484,1.74751,-1.19909,-5.24584,-0.2652,12.01636
SIDM01246,-6.49582,-13.59838,-0.63998,-2.86137,-2.00177,-0.48061,1.71999,-1.09254,-1.10513,-0.32129
SIDM01265,-24.36543,9.17024,-2.75855,-2.33137,0.30213,0.8156,-2.05375,-0.88667,1.39326,9.08524
SIDM01070,-0.38468,0.05757,0.307,-0.18856,1.15832,-0.39883,-0.28471,0.60299,0.13453,-0.80013
