,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIDM00853,7.25509,1.54022,-0.94569,-0.28399,-2.43486,0.38681,-1.1922,-0.50591,-1.22649,1.91306
SIDM01093,4.73345,1.50772,-4.37202,0.62391,0.61508,-0.15441,0.87895,2.29496,-0.37524,-1.83438
SIDM00035,1.99071,0.74313,-4.29348,-0.95005,-3.42884,0.04613,0.64097,-1.50187,-1.14356,-0.92967
SIDM00447,6.07058,0.89067,2.38556,2.44473,4.91994,-4.2313,3.69716,-2.76859,-0.04365,-5.00912
SIDM01151,4.04162,1.19712,-4.26994,-1.61378,-3.1086,0.14479,-1.82697,1.51166,1.06512,-1.38992
SIDM00594,6.72101,1.85649,-0.13118,1.02996,1.83175,-2.35568,1.77963,-0.77923,-1.36714,1.78762
SIDM00722,2.84753,0.9543,-5.54265,-0.82113,-2.5284,0.04471,1.68803,-1.02451,1.59761,-0.40688
SIDM00713,3.64196,1.24871,-4.25605,-1.65495,-4.25612,2.11691,1.52353,-0.89274,-1.12596,1.2908
SIDM00277,8.23026,1.3353,2.06759,2.0111,7.79658,-1.05008,1.06112,-1.87908,-3.38047,-1.48779
SIDM00078,4.4734,1.47778,-5.57508,-1.00056,-3.2299,1.09128,0.5831,2.01244,0.3174,1.79692
SIDM00949,7.58634,1.61999,-1.36206,0.66567,2.35053,-0.6442,0.58759,-0.35634,-2.34726,1.80537
SIDM01005,5.98048,2.12226,-3.18063,2.3121,4.43123,-3.09576,5.8801,4.09287,0.32516,-2.52984
SIDM00222,5.24734,1.16879,-2.31793,-1.05171,-4.35769,-0.13516,0.5088,-0.03353,2.46776,-2.45999
SIDM00886,3.58897,0.74236,-4.34218,1.45656,3.61096,-3.77103,4.99096,0.5817,-0.901,-0.89673
SIDM00391,2.18204,0.65389,-5.13939,0.98742,2.50612,-2.74065,1.76551,-0.61246,-2.99765,-2.31233
SIDM00405,10.32248,2.10013,1.31451,1.79162,6.94248,-1.93395,1.925,0.93694,-2.88135,2.21622
SIDM00590,4.72178,1.62857,-5.0686,-0.49849,-2.16514,0.23801,0.51366,-0.20367,-0.8151,1.17656
SIDM00493,9.44826,2.18388,0.78543,-0.47537,-0.25558,3.79643,0.11327,0.99988,1.60569,3.76935
SIDM00318,0.42411,0.84315,-7.50125,-0.27211,-2.17011,-1.64308,3.36572,-0.59667,1.61294,-2.26105
SIDM00348,7.32279,1.60414,-1.38611,0.62895,1.6088,0.48204,-4.46297,2.95796,-1.54445,1.35508
SIDM00665,4.3278,1.75686,-5.20088,-0.87758,-2.05273,1.57637,1.31098,-0.46281,0.21668,0.38228
SIDM01036,7.35595,1.87406,-0.75201,1.73334,4.78039,-2.90407,1.69761,0.79951,-1.52509,1.13103
SIDM00965,7.59629,2.21458,-0.91174,-0.341,-0.57086,0.48363,-2.07953,1.75849,-1.85366,1.01656
SIDM01070,3.65047,1.45245,-6.86491,-0.04997,-0.67782,0.66348,3.60147,2.52426,3.70919,0.82465
SIDM00654,7.96725,1.80477,0.98265,0.75944,1.57506,-1.09722,-1.6742,1.76839,-0.3981,-1.19777
SIDM01128,4.89829,1.44004,-4.76956,0.73627,2.49739,-0.32709,1.24386,4.9665,-0.77713,-2.44152
SIDM01082,5.83604,1.61168,-3.43118,-0.12233,-0.90896,0.74866,0.37981,-0.16175,0.95821,1.06201
SIDM00429,7.45341,0.73606,5.14551,3.99629,8.02715,-5.77897,3.19889,-0.74476,0.72056,-7.11717
SIDM00995,6.35146,1.78948,-1.10449,0.43147,-1.10174,0.57,-2.22113,1.13942,2.3919,0.89826
SIDM00720,7.15646,1.10814,-0.06855,-0.88456,-0.77228,2.89529,-0.72261,-1.99213,-0.57559,2.29911
SIDM00993,5.31755,0.63312,-0.80854,1.16506,2.3592,-3.47972,3.95281,-2.88149,-1.92405,-0.46926
SIDM00923,5.07611,1.56625,-2.23878,-0.22844,-2.06639,-0.13932,-0.79511,0.52876,0.82338,-0.11415
SIDM00889,6.95476,1.79373,-0.7978,-0.63571,-0.86691,0.57418,-3.60968,2.50905,-2.22601,0.7261
SIDM00074,12.27468,2.00075,9.3743,3.28888,12.25196,-8.75715,10.27029,11.75623,21.90065,12.66051
SIDM00006,3.85195,1.46481,-5.20399,-1.04034,-3.43977,0.93627,2.84832,0.85522,1.34508,-2.98123
SIDM00007,5.55728,1.74846,-2.78736,-0.72926,-2.31385,0.45436,-2.19521,3.84613,-2.35926,2.19134
SIDM01113,7.63917,1.85074,0.09069,-1.25837,-2.04121,0.70887,-3.74461,3.98205,-1.22471,0.35454
SIDM00027,8.10721,1.53723,0.57333,-0.23445,-0.22903,0.16031,0.40079,1.48647,0.12573,-1.22863
SIDM00587,5.61806,2.13143,-4.30928,0.22376,-0.8556,0.96012,2.63593,-1.64802,1.10801,3.11492
SIDM01156,6.1535,2.1815,-4.70278,-0.74323,-2.70317,2.4118,2.50083,-0.48346,-0.84908,4.37409
SIDM00755,6.16263,1.60389,-2.15958,0.25688,0.0877,-0.01342,-1.51277,1.61274,0.78171,-0.01624
